business_id,growth_proxy_active_months,growth_proxy_review_volume_trend
G2n77sQxr0XqPekhTu6HvA,20,-0.027737461699725845
G2oWC7vWPTiTZt--0bUMzA,34,-0.23514132925897632
G3PjjY-Ai1AEEA83TroSbQ,19,-0.016902761104441777
G3Py_rBYU1R0_QPzo64tNA,22,-0.001684801684801685
G4Fp73FQzy9U-PkYV0yZbg,16,0.00043286920135632355
G4P_3-Gj3b5pizqDmitP3w,13,0.00013413816230717604
G4TSX0FPMYsPpMPoAjWXSg,11,-0.0006968641114982571
G4y0HxePBgAYi3iJS_tUPQ,53,0.008469090516776351
G5L3yo64MIor3JLUSNfaQA,7,0.0007292763957539907
G5aLEWu4uOCSXGlHE_LZwA,3,
G5kg0wEuDk5eGdS8Dgb2vw,7,0.0011689070718877844
G5ovf32QlclDiBbOD7sx-g,15,-0.00204560697518444
G5rmqJ7nPv04Jm1slaDYsA,10,-0.00042677144018425693
G602l7e35ia6mOHzHaFV8g,5,
G79i75_gXdsw9xlICUBjmQ,17,0.0014031753130590338
G7GgIvjuxAe13Y-6Y9acCg,13,-0.03724696356275304
G7OKvrO8KAODyaM0schyqQ,6,-0.0001353083606323887
G7OO9Dys3_buE8uW9shKbg,9,0.002138968109929997
G7XPVBOKuxCq7L84fqNflA,6,0.0024961597542242707
G8OVfFHXAV4tnLh--rDHOw,33,0.0017584936229908226
G8oBujUQQ8Zs-7YRQkfaig,4,
G8qD8M6rHAMGL4Tt1SiPFA,15,-0.03376623376623377
G9LZoNlCfRH941q87_JLIg,66,-0.2038409351842188
G9QFbucw_PC-eFjAfN-49g,9,0.0016315303925923397
G9hwzbk-6OGXqdSli0iKrg,18,-0.0021839392295170917
GAZMcRxy2i8ZHlwl7otD6Q,11,0.007516188714153564
GAhzoZq315gjxCUeVNQTGA,13,0.0007227155652942757
GAmJ-icAu-0z_FduzJOtJQ,3,
GAuweBrcC_wK3a0UhZjwfA,121,-0.053105990783410134
GB1Bmqd-Ymw37wv3UePOCA,23,0.0007404664938911511
GBX0BkRwTDgXGuxieyxkEA,13,-0.008868778280542987
GCLk8y_i_1BLHf27NdFfhQ,10,0.0024630541871921183
GCPecqD-FJis5SxrqKwSZw,77,0.005426726784462815
GCbbAqY05IjvBv9ZkZCTwg,27,-0.00015822925463353934
GCkkrW4vzgk6kQakNDTGbg,27,-0.1431451612903226
GDKBK8buUM_4S8kSndweXw,8,-0.0030812324929971966
GEtK2S6zALXgsjKjK3abJw,6,0.0047364400305576785
GFBuCSY2jMRzg-E7Zhg1SA,26,-0.04551920341394025
GGgYoWnKOpRQ3S0Yl14uDw,78,-0.05105743313290483
GHbq2lZcy0uuiZLAleeS3A,55,-0.009013237131822834
GI1uHsf8VOIJRO10GV4dpg,8,5.6004629716056536e-05
GIAgyEwEQITK7wZI_vhXIA,16,-0.339356295878035
GIItciLVJF527Z7y17VSlA,12,0.0020526643168152607
GINa4RluLnJeDZRxbtCY8A,5,
GIq9z7R9e497A4kv6rGhPQ,36,-0.04268761205498165
GJ7rs9e7xvxLo5gNx73I2g,6,0.01818181818181818
GJDyLmomkU4tzaWawdD1LA,17,-0.0030507048180096774
GJWd5E-3vX9Z3C2j7IUrcw,14,0.0010512750949538791
GJmyROrNu3KrhnHNNRbVrw,22,-0.009163272861902997
GK-IbObdUilYtlfgqnQ1Kw,5,
GKBN0jG6f9XhvWmAEOgYPw,109,0.0023840245775729675
GKN4PuboPpC51eRSvgIqSQ,22,-0.006853733268827609
GKNknnI7pZgPwjOKNI9NPQ,80,-0.01175696697631006
GKPtlxe7wdCWZ67Fx904dQ,13,-0.01597038603913273
GKohndn_sMk2nWCh1jkAfg,103,-0.0005616993208076111
GLG7Xxbwcahg1DZ0E7WHbQ,3,
GLSGyWYrl6t2TJl1ZS_tVg,12,-0.2112820512820513
GM0uSApeGf191_sqWsn0FQ,36,0.011012711379165553
GMQew93RTcPVK09i5AVXiA,59,-0.0027696285614837645
GNbRgiEV_XoaFQep-W2BOg,8,-0.003225806451612903
GNnDvJwtA9C1XFf-yv4KVA,19,-0.003205169545085197
GOSVLhjUT6TnrPhkkmDOpw,66,-0.05830485304169516
GOiajzGBbAevPr24G68XOw,50,0.0018744354110207821
GP0K5RlP2_6eTYgtLCuy_Q,33,0.005076917204260029
GPaUDXZP4OEoQcEiPrTBAQ,15,-0.0012056996711728163
GPcmuZ9f8qlzq4F27QV2jQ,26,-0.003403289846851957
GPs4ssH_b7aG-xlI7_eung,7,-0.0032252862441541686
GQ4VOEsoaHKUd8i23eCiDw,13,-0.01013986013986014
GQ75XoXnC2-AjdzUdAgioQ,5,
GQreqlUM6Jh4NVyCwExw5Q,14,0.008182861914205197
GR7eQKhHRbVWpzRsCAMfEA,30,0.0027853881973168393
GRMKMKiNabc9DNwCMNgG0Q,21,-0.018084003111226345
GROalyyK79uPqR8GnwpRTw,40,0.001573871288071498
GROg6x3Lf-Tp3TgiTtYsoA,90,0.00942483904576176
GRRMLWCU388_tfvpKYOM9w,23,-0.1630769230769231
GS2BewsfyISrKQXjXllmbg,8,-0.008057793831619893
GSRBHi_05ZhYp3EROKL_rQ,42,-0.009522399111440212
GSw55M0Aq9D_78Ot8J51BQ,12,-0.11519607843137254
GTaTcGEZSd71YHLlGR6k1g,30,-0.005902079141515759
GUMVStVaJfWmCIpQA4TtHg,104,-0.06684149383264427
GUNpbcLvHZLE3NpOifjNUQ,64,-0.011515824998971065
GUY8jHP3eUSuPTDh_kjBzw,32,-0.006911784209506127
GUwFJByGCwguuB5CAVpXBQ,15,-0.002662751847727042
GV65vWKhCQcqZ_knkGaCgQ,5,
GV8PIa7ch_kH9Ewe9keu_A,15,0.0047430830039525695
GVRTpquM8rSPe7x8XkmmrA,12,-0.2252747252747253
GVZUe3iXg75_Zp9ZS91y9g,127,-0.0022469829315719613
GVqXNt0HKJLpciN9ePxnWw,17,0.0006926153545995512
GWGXTKR0Fhdvzf_isDqJug,16,0.002533594624860026
GWH_fPOdtIjFZT4-XpP7wQ,23,0.008062462038833049
GWqPmrWu0kXB_-gB1H-j6A,57,-0.22161005963183825
GWsSHV8IpaPTQY6t-F-1wA,45,0.0010389300214951034
GWu4brzs8SDCsH-pbnPddg,4,
GWv1-6HFvZf4cOy1J6_CKQ,85,-0.06953003648448505
GX0REnnZMhsxlu3gSb-mAw,7,-8.81714595767771e-05
GXJyNhIlZ0_Obeize1Oj7A,18,-0.15506715506715507
GXM_Uitc3Ep8CvwEq_kpcQ,27,0.005720545277507303
GXSLrw48fYWpLJ__fxJgZA,8,-0.031452991452991456
GXhExRdP5UUDhoxTRWQfcw,4,
GXq1DWYHNlH9pEN-4XvsHQ,10,-0.0002429887617697682
GY0OfiGt04kur8WlviKacw,6,-0.0012615955473098339
GYAX9mPGYx9VfwDiuIl_9Q,47,-0.0051791713325867895
GYB5w02K-JrWKziBEwXcQA,6,0.004583651642475171
GYFDgaBkWnxepHoyJ7mWAw,20,-0.19649915302089216
GYn2pPeu3rwIcWmo1m1nmA,9,0.001125474307029391
GYwGTj9uXSpehe3YFFHWKA,10,-0.014822134387351778
GZAHv66k9rDSRx_JHDOMpw,11,-0.0008547233326320216
GZBMBov6QL7lI12iicutwQ,15,0.0024189646831156283
GZDUQ9P8oNRa8E3hJWXgmw,6,-0.01785714285714286
GZF6aC0nOhappc70jj5RJQ,53,0.004418262150220913
GZcZ5wUcGcIVAM0_OEmIRw,35,0.0023065154103647802
GZwgmKNS01hEWKQaRTro_A,68,-0.002641813853126168
G_0iXYnyIbmYKEMJLNWD6A,6,-9.495387954422137e-05
G_EgeYlRd9Y2wJxd9BK7fw,5,
G_Qhti4qDgecDduv2rKS6g,8,-0.0007907851153352626
G_VpU7J9do8ZRCLIblDBZA,35,0.013581488933601607
G_h3OH7YLOH0iqW4YQU2jQ,10,-0.038709677419354833
G_j7x1JiHw8_RrXNX3JiPw,41,0.00479809148539799
GaDeCypnvJKZBbv35hcpyg,27,-0.08985200845665961
GaPP9IECXksFDYGoSX1Wvw,45,-0.012880918893577125
Gap5d_aBk7k_HLLH9ScvqA,28,0.011473706456271354
Gay6ZhRBF8SNF5YudevDoQ,84,-0.000517397041461213
Gbfw2LQJGjrS6eHSsGo_VA,10,-0.0031031468531468524
Gbme3lbFUzssuPJsOfDUQw,32,-0.0098154142244773
Gd6yIH-qhf9uCdtUWs382g,12,-0.0004751915749818055
GdOJijsW30iiW3e1UrMHcA,59,0.003961092230165241
GdU2_p4x4-1ql0CU-E6eIA,48,0.0013819265682156892
GdWGH407h-sPzZw2Ui1hcg,38,-0.0070871985157699435
GdqZaRx-gN8IxrmqYTXcbA,22,-0.10671936758893281
GeEuj4Opkd3aM1yOQ_pOJA,10,0.0008186054321816884
Gf0SvZmsvEvB3BWpl4oBzw,19,-0.0007154193012066402
Gf3szNlyQWst4v49S-W1lg,93,0.0030998389694041856
GfIk-0bOXYDR8yXZkDCM0Q,81,-0.0006193679817968243
Gf_kRGQ3nyv3gsY_dH3Vgg,10,-0.013833992094861658
GgkFADywPR-BU4T25H8K-w,6,-0.003511852502194908
Gh7CumEuDbHjEf97BkSWmQ,8,0.001434029907071088
GhJ0L2bavp3FjOF9C9ghdA,34,0.016087852594666094
GhWF18Fsz3nGC914WPBVVg,10,0.0014026884862653416
Ghe9NE9-n46nCMdl-t8ktg,6,-0.0004551920341394025
GiYgZueGSUdTfG4wXek0gg,16,-0.02097804945818283
GibAacxd1kRIi2WU5DN4-w,11,0.005106278261404533
Gj5G0asdNZILROHEUEF-iQ,10,0.001375095492742551
GjvRSEmkCd19T3MkSOataA,46,0.0011994002998500757
Gk6EoDA3Bd9LDnYhJe1WKw,4,
GkjA0yHcFU2yGMBq72jEyw,7,-0.00042378673957621315
Gl1ETVQpQHX6n3dWSvX59Q,11,0.0011038256521534034
GlRPcu24wMfL0K7NjQlG4A,59,0.002592511382543754
GlhqPvCyTD-Pcorhtso2Ig,9,-0.014682981090100114
GltVrzwcDYT9Om8tW6H3FA,37,-0.0008195307108350588
Gm-Wqb_Jr4KX8QC0QqBDhg,47,-0.04208118925100057
Gm1DYE8Ko0IaYnpfvKhCXQ,42,-0.0062478062478062485
Gm4JTabNe81qEL5Lf9NcCQ,6,-6.044624439927766e-05
GmJDCmDhtKbjofeO35yBrw,52,0.003832699035097836
GmLbLU9Vhc9zyB3oYrUlrA,11,0.004115821586366505
GmdKnVxC7oA452WOS8W32g,28,-0.07851875860951299
Gmj3Lrg0wHaJnzshCxNG_g,14,-1.9043712645025196e-05
GmomRGW_omclyKXKDppsIg,63,0.005546281245881475
Gmt4tiyNB3XgtkO5R1ptjA,9,0.00012397303418975252
Gmwa3dHeqM_kHJHFrMJ2bQ,12,-0.0013668117849549456
Gn04KrDDpvk97Z8MdTgqGg,20,-0.041788856304985335
GnCO-g9SyJxnOwFmGpjXng,18,-0.018815331010452966
GnGxFpM5--XNJAZRUyDnRQ,13,0.0013977868375072804
GnQ1o_nd0dBzrEZ_b_h5Og,8,-0.05517241379310346
GnRLt9KWJ1vOC5BLw5BRpw,7,-0.00048076923076923015
GnXLe-SHVmlvx8vcU-I68w,10,0.0008547233326320218
GneLbZUn_GrzMz-GE6KfRg,14,0.0004738645476416131
Gnn3GHyNiMHk4A7FiGgrOA,43,0.00364963503649635
GnwEsZCA8gzKDB-pTRl3nw,10,0.0013174761429995728
Go01QF-ljjsCpmFFd3cISg,12,-0.01276595744680851
GoYSJ-YY-YwbxdgasHuq-Q,176,0.0147549372654562
GpEEc2ErQ2TgQk5sGYx9aw,29,0.01212121212121212
GpOC-e2vWYi1gADV1SI8eg,10,-6.99851281602658e-05
GpYDs9W3cM5D1mjNx6pxug,4,
GphyhvJ8tX-ZZ3cDxJwdZg,34,-0.0134817680079249
GqE-dUBnMmvJz_3REK6Ykw,43,-0.003929200259475489
GqFDqjsoyLGlxMJAWHjFmg,10,-0.011449077238550922
GqFZg-duGej4VifTbTDJVw,8,-0.01672473867595819
GqLG6tBlitl1Qy1j_3smgg,8,0.0001275111731665487
Gqly-fbSiUhgXGgP4hAx7A,15,-0.014479472140762463
GqrCrEwm94IY3rHbL9wRug,7,-0.005882352941176472
Gr6nYrQ_-3p4LcE4M84lTw,154,0.016051956441152614
Gr8fjNtHJHtiaQblq5cCuw,17,-0.0008158980127484063
GrHQITcWhJFOMZ_B2h3oRg,29,-0.022232304900181486
GrRrxHK9dWgibvUpcotxtw,111,0.001440430612941132
Grk1h4mwG5aFyI1LVsxwvw,10,-0.001495273007910477
GsLg3ZOgxxYoMMK9vlDtzA,5,
GsT0zZ0Sf2JE7L6YJf6olQ,7,-0.0015796703296703297
GsVytpXDRdxZUbV2WLJzxw,13,-0.00128581553103169
GsppfYtMMxI86N9FuXzccw,18,-0.0024814705978385082
GtC_ResrQIJid_WKLtrZeQ,6,-0.04945054945054944
GtLs9oOfNzBlR7JUehCVrQ,27,0.0028566636851520546
GtbN0AYvJvRLa9GLV6x7Xw,17,-0.004450716456795484
GvM2JY_uhNhIqqXZSrZ14w,8,0.024509803921568627
Gvi0ZAy2iuB2SHHMi-9jxw,13,-0.004608819345661451
GvlQw5zpaCLBY0pW4pm4_A,4,
GvwV987P6u0kaR4YAhwCzA,8,0.0003625192012288788
Gw3HYk6eS9KrycleuXv-AA,8,-0.0012862563508907322
Gw7UW0E2BguzL9suQnwDeg,69,-0.10021544793877421
Gx6VfCz3OTtcQYfsMucMGA,35,0.0008204591079689271
GxHVyjdwP6T412vxpuIW-w,5,
GxXgWMJKvkidWxfEHwDjPw,7,0.0004823747680890536
Gy6tBn6lrf4AN2Gr1I8Oyg,40,-0.10361990950226244
GyQFbvE0yteV1P7TBPYnBQ,16,-0.008403361344537811
Gyv8LxXIj3fa_hrDom26aQ,9,-0.0004355481419701604
GzMyIDM8KTg-doebtZw8pA,8,-0.0008665026833631481
GzSBK3xn2zL9of5-GoRQHA,19,-0.1288156288156288
GzWIBhi32It2LMgX2-c_hA,6,-0.0014177027931386707
GzWUL6ctJJnVmWuRzQSLBQ,24,-0.00808080808080808
H-kgJbRIqYdjOYHpbk69Rw,8,-0.0006539182602174725
H0XGVaiFWuyYSz6WMIBJWg,15,0.00470582049529418
H0eLQFT7e0U4ZAPURjASEw,11,-0.001566119914743768
H0i9L8ReZOYWV-BkvKlgNw,8,0.0013534713463963816
H0mtZ81wzpV0yh11x2iCUA,48,-0.0003965784173839655
H13Ujpop52WuIGLU2tqJTg,13,-0.0005770369657979055
H1LPlb5J4K-TmSRruICJug,14,0.0005822077317186768
H1UHnQRK63leyN6_vOfuNw,8,-0.08333333333333333
H1tnsLls7c6hOzZHGN1N2g,6,0.0005062265870203504
H1zluBWeIFkOamadC-j5MQ,90,-0.007147259557480592
H2-IBgi37Dx9JM1SNJqY4g,7,0.00043204320432043195
H2ES2RwZWnCCT6VB0ywYTQ,25,9.846311914037421e-05
H2c5e7PfcCg9f9Ew19-xRw,18,-0.027367268746579094
H35-qdYCX2N7nb-dbvjrZQ,31,0.0005972451282610109
H3B6ZCjtQURr0iWBXYmYzg,16,-0.04812834224598929
H3EK1Q8tqRGqPBps05Uahw,51,-0.14633158395266105
H3PBFYqsgtA_EZr5WgroeA,14,0.0008082394763338806
H3T-c6Mx1L7NnyOwva-irQ,14,-0.0001367989056087548
H3YlpHJb_nbr28eNnVgQqw,7,-0.00015093917710196845
H3_30Yyf1Pjateg9tvh_OA,14,0.14736842105263157
H3bRWGQMuX6_c0INmLh7Ug,4,
H3nfY0QV36HiVHkeJBrjyw,19,-0.005844155844155845
H3yoQNhw-AfdLIwScR1zXg,7,0.06153846153846153
H47H_73y7aZ9KHpzct-xBg,25,0.0013935719659423586
H4eTwVFJvjCL0asz94CSTA,36,-0.009528130671506353
H4l7sUyE7aWFL6Cmc725kw,10,-0.0037788274520700184
H4t7YAtaDQ8bKOW452zSaA,37,-0.026605679435868116
H4weAR-oX0WjGdyU-tWvyw,2,
H6kzeEtNaghedfO5yoC0Sw,31,-0.010865741645495405
H7-pLTKDqQNb62ngq7AlvA,5,
H7ViV-eL_t9XgOA8SeJYYw,82,-0.037429161358344676
H7XDiKMUTh4qmB4I3U8A8A,48,-0.013016568638757543
H7sj0yO8iVH8hI0mYQve5A,8,-0.09287925696594428
H7y-KJ-MEEfUhCPA98g8kA,17,-0.00022478982151688203
H8u-gnn80Am8ejA3YuOUyQ,67,-0.047111935683364276
H9YalVFugskHF38MfJWT_w,6,-0.05714285714285714
H9dXz4RDYxzRM5-z3FyVTQ,7,0.08181818181818182
HA217nXPzk9ZFNik4jx_Tg,16,0.00026450361488273666
HA7KZzk_Lk8pGfgI3Kc1og,10,-0.0016241064376987097
HAUzjmv7YWHulWLsgdgmIw,19,-0.20672268907563027
HAYfJc20CxJjvI72NmmV6A,23,0.004244620759460606
HAfeuAQDHknXY1jzq7HJ3A,14,0.0003870459863112549
HApa-rYgGx0goGEk0Wf8GA,10,4.516711833785007e-05
HBk165NRJcLWdPHzuSkAEA,9,-0.015406162464985993
HCH0I51c0ih2VhEQeaE8Iw,4,
HCIMrCc5OBJyTwicV_7GQw,40,-0.046512959499179295
HCN3XWVqv04fws8vkC4H7w,100,0.002156545866762277
HCrj9O5EYTsU0c5ebtfT-w,14,-0.052502780867630695
HD89IKBPqc29dK8qpu6dVg,6,-0.003896103896103898
HDFpIdD3BFYrrTIJuQTnVA,38,0.0023385814657161906
HDGTOksawKXEPeoCUrH96g,15,-0.553503893214683
HDvB3LN8R8EWd4WmFdbdng,7,-0.0020814061054579094
HE7jT6BbVTg0OrmLg51dzQ,21,0.00016121129743484373
HE_8eMbGMLPdhy2harLH4Q,15,-0.0029120588457566083
HEhVtP712TjJ9uS6Bxl21w,8,-0.0008206728160607704
HEn59vPykhJahGDtN0sGkw,9,-0.008607671398369073
HF1YWT8QVR7095r-aLbV5g,6,0.15476190476190477
HFHLReRcAlrehyEJje-PZw,9,-0.0038084434000486187
HFmLKshpSesBsPPU7zGVSg,13,-0.014387755102040817
HFuAKE0uZ-frIMjroeA-cA,20,0.08571428571428572
HG0Djdv_hQwFeE_-R2XFaA,16,0.2073529411764706
HHBbetQ-XRQYJprT5Qp9jw,52,-0.05342741935483869
HHIyL68LhYkX4RDu8rLNZg,8,-0.0008212207471597351
HHL5AD3DQo2DEoIE8xL62w,9,0.0008432197183687985
HHUnRJeJDPQaV38IWBoyng,47,0.0051862573434960785
HHWTWs8sa7cE3ksH3_BCTw,11,-0.10150375939849623
HHpkOkPN0sk7ScP7Y7XBXg,19,-0.019104991394148018
HI3d_nxaFBIq5SbJo_7oUw,5,
HI5ldaAiOYY-ii5LsgARug,71,-0.002669899782022675
HI9RLpYxQa3IcVZ2wVvJzQ,6,-0.3214285714285714
HJSY4FQViwzHnTF7d-IUdQ,13,-0.0008881501590222586
HJzg9b6lTivOIKJRv3Q_GA,35,0.006220345351626737
HK6Iew4GgRzV6A5zO2OXjw,12,-0.009211718514044093
HKBiW43ctq-aUHdt3q0-cQ,4,
HKVIsKtwyBW_X1HR0GeT8w,8,-0.005134400483237694
HKybYRX9b-Qaobnojl7-6w,3,
HLpuAT5-2mVeWKigV9bHZg,24,-0.0010589048235590992
HLrDflJTscXg3OuuU0SYkg,4,
HMFdn_aA3ASTKWqme7aMpQ,33,-0.06602040816326529
HMNvzlEacv6yge7m0YmNXg,5,
HMlHYl06c8pzNqFNDMAFuw,7,-0.010777084515031198
HMlqFPIHqiDV7qE1vREQXg,10,0.006638217164532954
HN7ZEswlnT9UneWubNVU1w,26,-0.005677866437360108
HNC6Nvp_rza7AhsXrFdENA,24,0.0014568903749701456
HNI6qvswn1KYybgJVqUWGg,83,0.011723760110856886
HNSozcDwK5ei5YsWsfUVmg,17,0.02545155993431855
HPHmPInnyYFbK8B6cYFaWw,6,0.0016795816314845212
HPd13-ZvIJ2XkmmhPEwU3A,5,
HPqTJ_yF2ZJw87yHWnSzSg,147,0.04712103407755581
HQD2fLfTDlHt8tdi8p0p3A,66,0.000438917750200759
HQRIfDw-q1NSwwxiRJUIXA,17,-0.03132161955691368
HQYCwGVhgp2sahAATJbnFA,26,-0.021144762434009447
HQolH8hSvmK8mhZc0bYVRw,4,
HQymRoSeLWncDt2vZrSW2w,5,
HR7C_tRAEgzTI8_yd4NUUw,6,-0.00779220779220779
HRImZ4HeqDJQ5hxSMMlW6w,54,0.02829435709154761
HRdeb1f2JYk13-VkXKeeww,40,0.013180176534939832
HRh-JeWCnn2sjG_HenWG5g,31,0.022036474164133738
HRwwyvm2RiMdaTWOwzhpTg,18,0.0009095406433260842
HS5CfzQ_gOJHgqwtv9rvNQ,115,-0.02308141799766264
HS741Ek9wipds4usHKulyA,6,0.000834687870667311
HS8gBkXfgpRCBa8oP4JC-A,16,0.0002050524934383201
HSE8mV8pKmnYuo843dBIhQ,30,-0.0006711679125472229
HSTjQ_z0-k_m8ZkbmWSBnQ,10,0.0008038995125609302
HSXvx9ajd9cGDzYIScmrig,25,0.000377817891776164
HTA_BhZ9ptTTurDlm-cxew,4,
HTJWXGmZA5dCBV9ylvLjUA,17,-0.013349565509424458
HTOGECTmHHrlMYqnU40jIA,9,-0.008441258094357074
HThZ53HBR4UktXa2TyCaaQ,5,
HTqXI5S2XcSlh_ylx9sE6g,131,0.010035727616914627
HUI4BzH9yfLB6PXnwgUX-A,10,0.00019566189624329168
HUVLNeBs32cInBZVFS90RA,55,-0.0704032809295967
HUikwo_T9mnpgk0M7oUHXg,31,0.004251012145748989
HUp0fqvl0XbZmrCp5FfBjw,27,-0.0029211295034079843
HV5W4i7iXWjLPxAvxPUHrg,5,
HVOHC7EyUMYdgV7S6kd0uQ,90,0.012223771348902063
HVz5AY2hpuSi4UKcw6hJYQ,7,-0.7857142857142857
HW5LkI9qeqVDwHqhd00_8A,129,0.003761562742318266
HWTq8bdRdf6feY75Twgwmg,22,-0.2170940170940171
HWemyl5lI-BMgl5zAb8bkw,31,0.0028504727141401504
HWrG_7G3lN_0TR5b3N5YWw,25,-0.11914829356689821
HWunRZkrbkdvMgDsr7_b6Q,13,-0.0018698483304664757
HXNnAl94bXuhBJjP0jPL2A,10,0.0001342842648682525
HXP-l9-asO4-7-ICzsKCew,6,0.02197802197802198
HXosq231DQ6MlXJym_8yTA,27,-0.0015046802554457175
HYNJFIp1x-8GjkxGcVetZg,68,-0.010851769447126484
HYNqCK5AxSv0UsX0AFY8sg,13,-0.0013241213354089273
HYbQulTlnV8lButMp1kuBw,5,
HYjvyOUbkrF8z9MgII3K0g,8,0.00017496282040066483
HYnOTG5ss5GtKQC0obLcEQ,9,-0.001273353512159482
HZN82-Qh5UUi14nIS-qPlg,52,-0.0023378191856452727
H_JO3CNWRTRHmstEyvb31Q,21,-0.030951499444650133
H_RxcyZ-4N-Wg2baKMXdTg,9,0.00011901244295610499
H_lYfJb0Va8O0QQ2W4zc4w,66,0.021421083284799067
H_yVbOCHTEocWeXl6UXkIQ,89,0.0026408705136766967
Ha5YbtGAAR_CZx4MChu3sA,5,
HaME_WsTgD84z-Q78tJ0Vg,18,-0.007593307593307593
Hb4xDlnBd2N9jJND4RsqLw,9,0.0023013723416887666
HbE4woza8xPEE4UBnRAyTw,15,0.007071189679885334
HbbPQJ3Ccy8d2kSEPv-StA,11,-0.0006874669487043887
Hbd-b99EBCYTZfSaZz3tHQ,5,
Hc07aoVY4GDe9Eu_y5M8ng,9,0.006019871420222093
Hc5oZJ7T8XOqwdtRUPt2_g,11,0.0010836975761297552
HcddEbhaQ3wgyEFoEZSeGQ,138,0.0026780637580076593
Hcpnj06bcY9AuvhDjMGTkw,6,-0.001920942542474174
Hd6U8p2-9k5CWY1ScrYong,15,0.0016611295681063123
HdCTQkA_8XeYeqoX6XPPZw,13,0.022139993832870804
HdEpUNV-7Eqr8ID-blUHgA,13,0.000663919413919414
Hd_nssBYzYDdwd2_i1dfYQ,6,0.0009388335704125177
HdbG53Bt29qyqYhjl5NDOw,14,0.00049819281614427
HddE1bPVuTas6hACmHVcUQ,59,6.473426148267653e-05
HeSOeHKVNoHFWWComKEKcA,14,-0.031991744066047476
HeUS0X72RccElOPKaZmnSA,41,0.004759322636561625
HfTgJzprirtASpvubd0_rg,8,-0.024471635150166853
HflF4zXqD6jNqekOvtsvww,13,-0.000713877784123358
HgP3GGeQaujK18LuTCKGpA,5,
HgdemRov0VTmXtwVg3Zn8w,39,-0.0005840740068927988
HgjHiBZtYXgpsBhEITn-EA,9,-0.0010576414595452135
Hgow38h-HeIeDYNnitMWGg,11,-0.0015565080081209111
Hgqa3SSaNQbNTbniScCR7Q,10,-0.001628310898827615
HguxlcVKp23-NdBGstw9Hw,5,
HgxY_RnJFGqqSVO32nxS4A,57,-0.04651424528908612
HhU92tUeDvBGaFfgQHISAw,14,0.00027730843146612334
HhVtu9x95-hygnUjQn6yBQ,21,-0.0013141314131413146
HhaL0aFNFXsxitfL4E7upQ,64,-0.0006202418271383793
HhigppEaT8hbG4HTTh0ueA,10,-0.0002609786885913443
HiKFAocRpRHvZ-Wpg1ZjJg,13,-0.0012182573980326781
HiQkn7Rp1mZda-oy-2PBjg,9,0.002215189873417721
Hilkfh2JgsyxSWrlqIyAeg,13,-0.01215663354763296
Hj0DOOPs2bW_Rqd_Zv1MPQ,6,-0.0029411764705882353
Hj_mWzPoyyX1es-a_x1eXA,23,0.0004178672383891628
HjewUoIXMm7yLu3aqQVTLg,12,0.00019053607324206648
HjqJ1ch3PUSOdS-K-glwoA,24,0.0012568850345716631
HkQ_ZTwjVMxBa3HISF5heg,14,0.0006323246658121223
Hk_EjFDeK5u7rlYEUx6a_g,5,
HkhqlX-GOrm96yvG3wHZqw,5,
HkwI8KWCXAfbnlF8g9AM5A,8,0.0015243306624975572
HlxVm95HBTAzaVzQO0YQvQ,7,-0.0020989882876453554
HlzbNeFmy-EyZUBth5iNWQ,9,0.00010819827333588791
HmabivmdZ2N5SE5rLDsviA,15,-0.01702127659574468
HnDdcVLvvpiaoBYXDO73Fw,30,0.002698109320637246
HnHAbKQmecWR4VCvub0AdA,18,-0.05675213675213676
HnHkLgV8wijyHI0XbJkv4Q,11,0.0001236858379715525
HnK0o3uQwixHquSVLmJDnQ,11,0.0012636012636012635
HngRiL6Z3DFTDnNsXZ0TQw,93,-0.06907847884916685
HnsKjZ5SXBOwsdur73b7iw,10,2.7211348642773444e-18
Hnz1_h_D1eHSRtQqHSCZkw,51,0.008276533592989289
HoSD12A8J7m-q-F_Z7s7uQ,14,0.016599190283400813
HotEtVKhb7SVb7AFgp4O1g,45,-0.03877597109304426
Hp2MjhmTbBMiQ1Ez8LKfdg,12,-0.0020648259303721484
HpFEBBqIQOo5QdBTVZ3FyA,6,0.000918165803661987
HppAioydGJk_W09OJXw_QQ,21,-6.706908115358828e-05
HpxdtJYWumMuLV9Crvf-Ew,8,0.0012942281598998016
Hq2uJuRncYz51VsvMDG1BA,15,0.000549073438572409
HqOdvnCuA5SxRiuf3lNgig,43,-0.0013302514269541016
HqqU6VFDSEcV7s9FWyM9Qg,16,1.6634506620533546e-05
Hr16lbtrtvZhFr9vvkLW1g,20,-0.0034087513134682316
Hr6LA4Tr2oAjCueASWexZQ,10,0.023076923076923085
Hr6aM0s-woIJaW6DJSbvNQ,146,0.016787008058355306
HrGoblJqsV-Oi8jcH-6pAQ,9,-0.0015810276679841893
HrIEc9gVWWnjqn9OiglrVQ,92,-0.023302666896186784
Hs9P9OzfJpATwWkp5aYx2A,42,-0.0004926691820994874
HsBN0LiWQnbcltRIOWOslg,93,0.0077692073897007476
HsRyFKdU70DKYpqai2HEIQ,6,-0.00046756282875511405
HsmNo7bzZwYCfu9RJAcUEw,9,-0.0004069451980466629
HszIFq0D6aZKJwW2hVwWLw,12,0.001415724110134267
HtEd7ZDKlR0nQZbc_QWn0A,18,-0.02076923076923077
