business_id,name,segment,segment_name
GBX0BkRwTDgXGuxieyxkEA,Calm Massage Yoga and Reiki Studio,1,Steady Mainstream Favorites
ww1Earyr85UwXHwjA7wAlA,Fancy Nails,1,Steady Mainstream Favorites
elWsPNrZ62gt8-AZ8V8TNg,Huda,1,Steady Mainstream Favorites
Dy4cK6E_7Ws14SluCdUacA,Lidl,1,Steady Mainstream Favorites
RjKTDimEapGJGtxIMnIwbQ,Cloud Coffee,1,Steady Mainstream Favorites
xrlyoI0SHEFBJa52qQnPUw,iSushi,1,Steady Mainstream Favorites
sb8-TzsXOV7IsErbpHZo3g,Positano Coast by Aldo Lamberti,2,High-Traffic Bars & Nightlife
1qM6Es6A2N21bm7boRwKxQ,Cescaphe Ballroom,1,Steady Mainstream Favorites
FZixbNAPJsQzCsXkEx9oGA,PMC Property Group,0,Struggling / Mixed-Experience Businesses
UjCalhRfvSEjAcdJMGbZwA,All for Animals,1,Steady Mainstream Favorites
ndVqbK8tlQSZM63rajPkBQ,Palizzi Filippo Social Club,1,Steady Mainstream Favorites
RhLoQa81h-Yt-MblI4MBJg,Temple Teppanyaki,1,Steady Mainstream Favorites
CBcqn-mhXgWfZIreUWHTYw,Michael Jay Jewelers,1,Steady Mainstream Favorites
VunuxKegBjV417P5SXDxhg,New China - Philadelphia,1,Steady Mainstream Favorites
lzC5GKuP0haiIz7gOtvDFQ,Buffalo Wild Wings,2,High-Traffic Bars & Nightlife
R1aHeUAwUF1Qkpacrn2Njw,Hideaway Music,1,Steady Mainstream Favorites
DhBe7gF3li2eCYRjwi2_Hw,Kisso Sushi,1,Steady Mainstream Favorites
lDhBIE5Uzb0jZwkEjGvsfg,Bolt Bus,0,Struggling / Mixed-Experience Businesses
RMRlzkMedvSjxFLN9cIJSw,Coffee House,1,Steady Mainstream Favorites
iuRf6DVjkS3UkPwHjEb6Wg,Indian Sizzler,1,Steady Mainstream Favorites
pHck07yAj5jG0fv0AkRWyg,Twistee Treat,1,Steady Mainstream Favorites
mEP3rHiYbMVDUxOLZLp1IA,Ernesto's 1521 Cafe,1,Steady Mainstream Favorites
ZC56RwFrkVSM7FMzsUf63w,Gravena Ceramic Tile,1,Steady Mainstream Favorites
Pwe0o-B52HVdQ6ForPl-SQ,Hair We Are Hair Salon,1,Steady Mainstream Favorites
lh3ApskP-4XVdsQ-82792g,Last Drop,1,Steady Mainstream Favorites
OhLEbbM5BC5Fk6fRWp5rAA,Pokeworks,1,Steady Mainstream Favorites
NABcZKRWQF9-rDVt0P0bhw,Ocean City,1,Steady Mainstream Favorites
zLwqBfXiICl6moUA8yjmwA,Curley's Pub,2,High-Traffic Bars & Nightlife
30cpm1uq6xcQCmN6JTrB8w,Luke's Lobster Rittenhouse,1,Steady Mainstream Favorites
_UOg5_pk9IhKee91eWrT4A,Sweet Lucy's Smokehouse,1,Steady Mainstream Favorites
4Cqcgn7wL1lO08IKqnooAg,Yoga Brain East Falls,1,Steady Mainstream Favorites
51BQzF_4dOOuIO9s-4Ropw,Golosa,1,Steady Mainstream Favorites
4pyR9gY74U0cRWZDB9C6Cw,Dunkin',0,Struggling / Mixed-Experience Businesses
MW9zMuk__22iBJfBR7DYLg,Way Out,0,Struggling / Mixed-Experience Businesses
04srD0j0OwEA_VcVfM76lw,Vip Perfect Nails,0,Struggling / Mixed-Experience Businesses
L5BHhLkVTuJNDjgiZpCpeg,Harker Robt E Plmbr,1,Steady Mainstream Favorites
lmpjnr3sCLD84lfThoiQ3w,Six Feet Under Gastropub,2,High-Traffic Bars & Nightlife
w5fyVRnGWXl_ldGt0Hu5uQ,Starbucks,1,Steady Mainstream Favorites
eVzgXdm2cWUCveWXfKDCtQ,City Cab,0,Struggling / Mixed-Experience Businesses
KMZfBj-P8Mcw1rPLp3QTtA,Doors Unlimited,0,Struggling / Mixed-Experience Businesses
LQH2uWNJrht-ez0yoZDl9A,Stylish Pooch,1,Steady Mainstream Favorites
688sqo63oc2y535vI2UbhQ,Pho Cali Vietnamese Restaurant,1,Steady Mainstream Favorites
ETvzuRC9gRPHHSfu-6H9ew,SelfEmbodiment Fitness,1,Steady Mainstream Favorites
cPBngGz1gvCS8J8kK8frpw,Jakes Place,0,Struggling / Mixed-Experience Businesses
6Nc_5oujhvR_TMd0be1bkA,PJP Marketplace,1,Steady Mainstream Favorites
0UCh75Aoz8YMe9nrnjawwg,Oh So Good Eatery,1,Steady Mainstream Favorites
usUdcj28S3uak8n6vaTLFQ,Headhouse Salon,1,Steady Mainstream Favorites
k3uioll2as8C6W-0EWpurA,Brazilian Wax and Spa by Claudia,1,Steady Mainstream Favorites
p-i059P8Uyh52mWumZ3TUA,Avenue Chiropractic,1,Steady Mainstream Favorites
7Klk8UuK1sdJt5_44eUtDg,Starbucks,1,Steady Mainstream Favorites
bXDc-Am_-hq5TzqWaJc3EQ,Carvana Philadelphia,0,Struggling / Mixed-Experience Businesses
Jxv_aGuB6uvZs67PxzJJjw,Phil Kramer Photographers,1,Steady Mainstream Favorites
FFaf8mspfggNqmKAdk6tQQ,Turbo Thai ,1,Steady Mainstream Favorites
KPIjz4gMwMTZzTGT_g8Byw,Far East Chinese Cuisine,1,Steady Mainstream Favorites
55X3tkJf7TJGdOOHOIxGag,Kyushu Ramen & Sushi,1,Steady Mainstream Favorites
tkjW0lQd9tNdJNS7NW72cw,Tommi Studio,1,Steady Mainstream Favorites
yT6p6OapmmsmCXPlI9PTsw,Quick Sip,1,Steady Mainstream Favorites
bN_9QgxdOIk4oK-6fBDJtQ,Honey's Sit N Eat,1,Steady Mainstream Favorites
srGJZnh4Fc8sO8pza8Uarg,J & K Roofing LLC,0,Struggling / Mixed-Experience Businesses
8o50oRFIEfXrmoIJJj3fmQ,Pho Ha Saigon,1,Steady Mainstream Favorites
ij4m-6fYAq16IlmHEQFAIw,Swirl Cafe,1,Steady Mainstream Favorites
5vAtunQlPFkfdTI9zn4TIw,Pitruco Pizza,1,Steady Mainstream Favorites
sBZClv18j7gr1HIGIMXNcA,Hampton Inn Philadelphia Center City-Convention Center,1,Steady Mainstream Favorites
bVxv7T0QN0j9189YWP7ruw,Reserve Wine Bar & Lounge,2,High-Traffic Bars & Nightlife
0EMIzcRDDq_8hqHWDQbaLg,Elite Flavors Catering,0,Struggling / Mixed-Experience Businesses
i-eQ41eTQRKKZlUg23SUdQ,Talk of the Town,1,Steady Mainstream Favorites
PjJurj0F0zU3pif3KsJ9jQ,West & Down,2,High-Traffic Bars & Nightlife
SUpQ7uFtXvdzgVubewMV8g,Good Karma Cafe,1,Steady Mainstream Favorites
a-Fl6PBagatwgYPYwxUpHg,Modish Nail Spa,1,Steady Mainstream Favorites
muCelHtTlX5PrJd8JKkf_w,New Harmony Vegetarian Restaurant,1,Steady Mainstream Favorites
bjYCFd_zlb7Y7GwoEaBPTA,Markel's Cleaning Service,0,Struggling / Mixed-Experience Businesses
htOy0gB1GpJVOHG0BBo-NQ,Labcorp,0,Struggling / Mixed-Experience Businesses
GnQ1o_nd0dBzrEZ_b_h5Og,Cleaning Fairies,1,Steady Mainstream Favorites
R3FDYMQBrMpkUquwE-eniQ,The Continental Restaurant and Martini Bar,2,High-Traffic Bars & Nightlife
-qBwKdTHaYClas69Y5biWQ,Mr deer the camp,1,Steady Mainstream Favorites
YHau-ky1o9hm1jare21Syw,Christ Church,1,Steady Mainstream Favorites
IXkVHVU9jY_VTwTTJ4ZlRw,Grays Ferry Crescent,1,Steady Mainstream Favorites
N1xujxx3e8M1R7wX3UAhFA,Dim Sum Factory - Philadelphia,1,Steady Mainstream Favorites
HAUzjmv7YWHulWLsgdgmIw,Ten Asian Food Hall,1,Steady Mainstream Favorites
I3fp0l4Qkvhkiu6lkVYcdA,Custom Fine Jewellery,1,Steady Mainstream Favorites
LwtjkyjvpN4O7dHk-XK6lA,Blick Art Materials,1,Steady Mainstream Favorites
fMjyjqrtqNWjHIMfH7vkgg,Cafe Bravo,1,Steady Mainstream Favorites
m_P0oMu3PVz5pGBKjYGl_A,Chris' Jazz Cafe,1,Steady Mainstream Favorites
C2nJjRwdcC8pNrLUsLfCNg,Arm Enterprise & Auto Repair,0,Struggling / Mixed-Experience Businesses
_LOJW0XkOpj4O348GVRDeQ,Zavino,2,High-Traffic Bars & Nightlife
DPO-9YTlStI7ihLl-wUN5w,Just Dogs! Gourmet,1,Steady Mainstream Favorites
-CoVlGcw8nOmkp_ASc_DIQ,AMC Broadstreet 7,0,Struggling / Mixed-Experience Businesses
_tyK0c33YkbF7PBSeKkjaA,Tara Yoga,1,Steady Mainstream Favorites
r6urzh91dq72mEREmoE-1g,Hatville Deli,1,Steady Mainstream Favorites
nGL6KIyPvsSYHZm5y31eXw,Dollar Tree,0,Struggling / Mixed-Experience Businesses
24LgPIiGIUH-03AqXAOhGw,Cheys Kitchen,1,Steady Mainstream Favorites
qYuVkDQ5SJj5SrYv3SGc6g,Einstein Center One,0,Struggling / Mixed-Experience Businesses
SJJaIBGBBB3T_OX7iy-D4g,Authentik Byrek,1,Steady Mainstream Favorites
zhFONN1m6MzdVcK8QjEljA,Premier Pet Services,1,Steady Mainstream Favorites
K83AQ_2U1Fuf_TIF-fRRXg,Kung Fu Tea,1,Steady Mainstream Favorites
_znNs6VkbR0bS5kWO7_ajg,The Service Connection,0,Struggling / Mixed-Experience Businesses
BrO4rhvgGU2vXx4cvVJIpg,Target Optical,0,Struggling / Mixed-Experience Businesses
v30UfHgDVZJSjLriIwnh3w,Dunkin',0,Struggling / Mixed-Experience Businesses
BqYv564gTb64rkArp018jQ,Danger Danger Gallery,1,Steady Mainstream Favorites
zhcGL_py81FPAfUhmn56Nw,DA Auto Clinic,0,Struggling / Mixed-Experience Businesses
ZErQImneQAZJMFBymcKL7w,My Fabulous Mama,1,Steady Mainstream Favorites
1ju18Y3tWAFIP5mhk32UoA,Siddiq's Real Fruit Water Ice,1,Steady Mainstream Favorites
-Q9gvLmYlv68lT9Z2kH09g,Sweat Fitness,0,Struggling / Mixed-Experience Businesses
fkhLmMdYwArwHW9y5-efdw,BellyWise,1,Steady Mainstream Favorites
qT726FrfU1mOhctIb6v4-w,Villa's Shoe Repair,1,Steady Mainstream Favorites
BUEx8JCXx5v81EEVAIUC-Q,Parkway Corner Deli,2,High-Traffic Bars & Nightlife
gc0ILTYjBM-DdkeoXrDcPQ,Odabu,1,Steady Mainstream Favorites
T0hoD_5xZ1zM6CgJMhmiGA,Moo Tattoo,1,Steady Mainstream Favorites
uhYXfgidTaK9q2j1jBnkhg,Mitchell & Ness,0,Struggling / Mixed-Experience Businesses
EdW55E5NZdYODrcDUx8-bQ,Deke's BBQ,1,Steady Mainstream Favorites
SruGlT3aLDyqDN3uDR2CMw,Pistola's Del Sur,2,High-Traffic Bars & Nightlife
69k7MF2-nXq-tNNHrJYONw,Chipotle Mexican Grill,0,Struggling / Mixed-Experience Businesses
xQblY1vBHV8Fp3Xdi3rDcw,Pho & Cafe Viet Huong,1,Steady Mainstream Favorites
xcySfsPDols3EdtFC6b76g,Sheraton Philadelphia University City Hotel,0,Struggling / Mixed-Experience Businesses
G5rmqJ7nPv04Jm1slaDYsA,Yellow Cab,0,Struggling / Mixed-Experience Businesses
1v7bKStGaE7Q9pYffjAwTw,Philadelphia Gateway Parking Facility,0,Struggling / Mixed-Experience Businesses
5_MhGhgowfS92cu_BQQRkg,Azul Cantina,1,Steady Mainstream Favorites
Hgqa3SSaNQbNTbniScCR7Q,Danny's Wok 3,1,Steady Mainstream Favorites
wbEsvQ-WTQ1M95QcRrApLg,Nail Pro,0,Struggling / Mixed-Experience Businesses
01Ym9dytHULJdqich0_YIg,Guaranteed Rate,0,Struggling / Mixed-Experience Businesses
K9WeFqsGnQXTPFskzYCPAw,Lali Restaurant,1,Steady Mainstream Favorites
qOrNC_PsAHf-LPsyyzBIUw,Elite Online Media,0,Struggling / Mixed-Experience Businesses
zxWeLWsv6Ebrkb-MDMbD-g,Rabinovich Sokolov Law Group,1,Steady Mainstream Favorites
UqdrEYnSSypu5IXHT48c9Q,Lovely Rentals,0,Struggling / Mixed-Experience Businesses
aNZLBVMMI-zjZN6KIA4CeA,Family Dollar,0,Struggling / Mixed-Experience Businesses
bfiO0n663Ej36svzuRuVtA,Nodding Head Brewery & Restaurant,2,High-Traffic Bars & Nightlife
ZbBLdIlFsbVnbQoLUwmkEw,Jamils Cafe On Wheels,1,Steady Mainstream Favorites
uraQK3Sd3qe3r4a0ZeG-Hw,2 Hair Salon,0,Struggling / Mixed-Experience Businesses
4r4B36aNolZKmMi8yZzUww,Quest Chiropractic,1,Steady Mainstream Favorites
BdTbH72RDWnPu_Qcev0ziw,Enjay's Pizza,1,Steady Mainstream Favorites
2MZRpN_BaKxsQwkknCk8aA,New Wong House,1,Steady Mainstream Favorites
7-fvaCmEMOZ4hc6wMJoTcg,Mr. V's Steaks,1,Steady Mainstream Favorites
x3WfR5-l2ZU_e--_NUGikQ,Afaze,0,Struggling / Mixed-Experience Businesses
k99d0o0T_qS8-oidI72nfA,Jefferson Oral & Maxillofacial Surgery,0,Struggling / Mixed-Experience Businesses
36bv1R2iH5d3WCK8nwqOSw,Gold's Pharmacy,1,Steady Mainstream Favorites
nzGPYlzhmvCxTfPKKRQurg,Passero's Gourmet Coffee Co,1,Steady Mainstream Favorites
5gqoD4EknTFf-39zz1Fa1w,El Compadre,1,Steady Mainstream Favorites
R9EQOZOoO1a-WQLOq0KgHQ,Mike's Steaks,1,Steady Mainstream Favorites
F7FYN-nZ_Vb4o2oaPJjr-A,The Bistro,1,Steady Mainstream Favorites
0OsR9lO16jxa0xWUY57s9g,Koto Sushi,1,Steady Mainstream Favorites
6SclMbv8-46ZsJAPDoiLGg,Cure Nails and Spa,1,Steady Mainstream Favorites
DGowEJK6gOUUIyv0GgNR6w,Fitler Square Park,1,Steady Mainstream Favorites
8jPCTltGBbYjHgDRY3MhUw,Pep Boys,0,Struggling / Mixed-Experience Businesses
R0JUjyjGEzUlY3auVhY_tg,North Bowl,2,High-Traffic Bars & Nightlife
j0nfkOogyh43lFcuUMlVsQ,Stan's Deli,1,Steady Mainstream Favorites
QQUDUU_4bCu2BIeofxaY0Q,Pellicane's Nest,1,Steady Mainstream Favorites
QtST1igZAi0q9LxJr6srIQ,Pearl's Oyster Bar,1,Steady Mainstream Favorites
Wq7YGTnSQ-89TJzBGpcRhQ,Recharge Spa,0,Struggling / Mixed-Experience Businesses
pxqbzJhk7ZLGYe580JDeQQ,Scoops Ice Cream and Water Ice Stand,1,Steady Mainstream Favorites
0R2yKDNMUztQwgo8pG4z-Q,Triumph Brewing Company,2,High-Traffic Bars & Nightlife
DZzZwAWTgMiSHAyPrVgqOw,Minuteman Press - Philadelphia,0,Struggling / Mixed-Experience Businesses
sLz2ZKYSS8zYsQnWZbVO7g,Rite Aid,0,Struggling / Mixed-Experience Businesses
tS8uQ3F3azhluLqcoG3v-Q,Balance Spa & Fitness,1,Steady Mainstream Favorites
wLzrd4ulKXJN4s_CzZAlgQ,Le Reve Rittenhouse Spa,1,Steady Mainstream Favorites
py_xCryhIVIiJLqSSFv2YA,Lady Liberty Transportation,0,Struggling / Mixed-Experience Businesses
3ONID-FiN6arsuNUjRz-1Q,Cjs Tire and Auto,0,Struggling / Mixed-Experience Businesses
XTb74bt6Xm-YJM7YQrHwhQ,Chinese Natural Herbs,1,Steady Mainstream Favorites
k8pY5zMMdflYze96KFdmyw,Manayunk Chambers Guest House,1,Steady Mainstream Favorites
v9jNsSprsNpERYvyTOAzqw,Aramingo Buffet,0,Struggling / Mixed-Experience Businesses
5Q82x5hIwfWSF3XEeINkgQ,Dienner's Bar-B-Q Chicken,1,Steady Mainstream Favorites
zAVc0p8TQtR-6IfJsNNEVQ,Green Street Dog Park,1,Steady Mainstream Favorites
s4V0kpHHzUyEKmKBgKwSUw,LA Nail Bar,1,Steady Mainstream Favorites
WFbbnkAeA9MLZ8_e-OJ6bQ,A's Place,2,High-Traffic Bars & Nightlife
hAcBP6zU9qAs6o3cbUW6MA,bāo•logy,1,Steady Mainstream Favorites
M9CeG1q58WqCkCsBJ4nUbw,Nuvane Salon,1,Steady Mainstream Favorites
V4Dr3ragKHKeUab96miyMA,Mole Poblano Restaurant,1,Steady Mainstream Favorites
S0WyIb_04ZtOI8l1vY5TPw,Monte Cristo,0,Struggling / Mixed-Experience Businesses
Jno4HLrVJ08zkMIGqkaU8A,Sexy Green Truck,1,Steady Mainstream Favorites
ZPx5jZclnGvijR8ULhjuwg,Philadelphia Lens Library,1,Steady Mainstream Favorites
ZRb203peHsQKibqyKqZaGg,KC's Pastries,1,Steady Mainstream Favorites
eZY83JEDe8ZIu00uAhj13g,TruMark Financial Credit Union,0,Struggling / Mixed-Experience Businesses
EjuhuChTEGX1eT0t-8OUfg,James G. Kaskey Memorial Park,1,Steady Mainstream Favorites
FvBUare-QfqoTyHIvbWkvA,Bishos,1,Steady Mainstream Favorites
kyKpF_EmiTCL661oGcqL-g,Philadelphia Paint & Glass,0,Struggling / Mixed-Experience Businesses
2OpdiV_aHk87jCBpY8P6lQ,Belmont Plateau,1,Steady Mainstream Favorites
Xgjb_kURbGsSB6fmlvPMug,The Real Le Anh,0,Struggling / Mixed-Experience Businesses
nxLjhcf-1GMXWpZWZEVnCw,S Murphy Auto Repair,0,Struggling / Mixed-Experience Businesses
Z2eNK-urdPVr0a1n0TSz3A,Francis Salon,1,Steady Mainstream Favorites
0vfmJXYVLZAMpUuNJx6ejw,Grindcore House,1,Steady Mainstream Favorites
NWh7tUUKUL_eWYPQuYGuDA,Glidden Construction,1,Steady Mainstream Favorites
l7G__JgJviXZ6DEOk2C1EA,Zoom Room Dog Training,1,Steady Mainstream Favorites
2eQYH6noLRTmkKyo0K_Y3w,John Romano Hair Stylist,1,Steady Mainstream Favorites
piSFtzkXxkpU1q9a66ot2w,La tapenade,2,High-Traffic Bars & Nightlife
hljCyVrQuuYtMj2D1g5DDA,Judah Mediterranean Grill,1,Steady Mainstream Favorites
yIIibdtcOnGsjtvgNuBqKA,Rally,1,Steady Mainstream Favorites
9ULVQhqw1ZwQxkKJwxaCVA,Lily Pads Frozen Yogurt,1,Steady Mainstream Favorites
ih5UsOi5jHDINYkno0bl7g,Mayfair Nail Salon,1,Steady Mainstream Favorites
Rx3JSrJyOyBseaJhYrVTSw,Auto Glass Fitters,0,Struggling / Mixed-Experience Businesses
QrTymDJEN4NzLaXnSJXizA,The Philadelphia Contributionship,0,Struggling / Mixed-Experience Businesses
08fkgKXeLTFmE35fCydRpA,juju spa,1,Steady Mainstream Favorites
T85Ck4uybby0-klUlxF_nw,The Satellite Cafe,1,Steady Mainstream Favorites
AnzUwNOyk16m8Nnltz7T-Q,House of Clarity,1,Steady Mainstream Favorites
v-Ei13KTC1CMV7-yMGHAug,Philly Souvenir,1,Steady Mainstream Favorites
rneH08TZ6SvtGNMHU3uT1g,Cafe 900,0,Struggling / Mixed-Experience Businesses
oK4108Qg_mAccEbRb41o1Q,Isabel,1,Steady Mainstream Favorites
4fXN8iR4PHnwR7BpdUPC8g,Houwzer,1,Steady Mainstream Favorites
mlrYh-m3Zlqp9CTeSvdOsQ,Chix & Wings,1,Steady Mainstream Favorites
gKAKnXmvkj8ENFIFMhEGlg,Bain's Deli,0,Struggling / Mixed-Experience Businesses
G4y0HxePBgAYi3iJS_tUPQ,Chickie's Italian Deli,1,Steady Mainstream Favorites
9_5HYYGBF4O80G4cgEpXKQ,Five Iron Golf,2,High-Traffic Bars & Nightlife
NXL_hNxPiuarSRhNK2Qm6w,AMS Salon,0,Struggling / Mixed-Experience Businesses
Yle2_bVkAv3ahUenS2KPEw,Blasius Chocolate Factory,1,Steady Mainstream Favorites
BGf313yoWCFJVAS05rJt7A,Nancy's Nails & Salon,0,Struggling / Mixed-Experience Businesses
nbxFr2d30dYRWXy1rc0agg,Chu Shang Spicy 厨尚麻辣,0,Struggling / Mixed-Experience Businesses
borPW4gf5gX_8tn5hTOZOg,Main Line Risk Management,1,Steady Mainstream Favorites
ES5-3q2LzvChQWlhbFCZWw,Tacos California,1,Steady Mainstream Favorites
Tsu0y3A9jRb8hZmQPw-QXg,Style of Man,1,Steady Mainstream Favorites
pIInvqxgFYFptmbz7kcaeA,Unsoulfood,1,Steady Mainstream Favorites
9VHPGvPfEtu-utXkoJmL-Q,Crown Deli,1,Steady Mainstream Favorites
RCBAA0i5IjDRqR-K9DWuOg,Ground Zero South,1,Steady Mainstream Favorites
NC3nqCgbd3l6dbFlbVN8Cg,"Michael E Docktor, DDS",1,Steady Mainstream Favorites
xBS2bMESuefLuhZMltM_ww,Philadelphia Java Company,1,Steady Mainstream Favorites
40xoTPjCQ9uvpc2GqGnEqA,Capa Cueros,0,Struggling / Mixed-Experience Businesses
EmQQkn-kdK3bZI1cpHRQyA,Indian Cuisine,1,Steady Mainstream Favorites
VEsJqjwNm5jb6xN8BGTn5Q,Two Street Pizza,0,Struggling / Mixed-Experience Businesses
l-t8gnBTRy2Bmq62C-CDgA,Multi-Electric,1,Steady Mainstream Favorites
ek44MbBmjmcQywn8Y1rVZA,20/20 dentistry,0,Struggling / Mixed-Experience Businesses
kDyTz0tiW9P1pPYVrCXk3g,Chestnut Hill Pharmacy,1,Steady Mainstream Favorites
9kvhb23dTj8o1chCyHjSvg,Benjamin's On the Row,1,Steady Mainstream Favorites
dGy_GFVHQbmqzcIpSY6fSw,DeMarco's Italian Specialties,1,Steady Mainstream Favorites
dR54APnpymYQofIAUx7aWA,Verizon Authorized Retailer - Victra,0,Struggling / Mixed-Experience Businesses
VDnXlYO0f2KRjnspZuK2EQ,Park Waverly,0,Struggling / Mixed-Experience Businesses
eYESS3Yp-yTi9dC8pGkBrg,Angel Nails,1,Steady Mainstream Favorites
L0cREFNSrDZbozJYWwn5_A,SOMO SoPhi,2,High-Traffic Bars & Nightlife
RmwLGLDc2rBo6K6MMPZzBA,Smoke Cigar & Hookah Lounge,2,High-Traffic Bars & Nightlife
mgA9sBSkcoAOAEmyTbLVbA,Top Hair Salon,0,Struggling / Mixed-Experience Businesses
BJjyhlURNnsOlizLQXMJmg,Diane & Tom's Cafe,1,Steady Mainstream Favorites
_0JDs_1DLtLH5XppCbSk_A,Aromatic House of Kabob,1,Steady Mainstream Favorites
BLYR46gGpEbb5TcSGFQTPQ,Brand Murray Dr Assocs,1,Steady Mainstream Favorites
Zqd_DHAtrdzRJ8u3zwrvEA,Hershel's East Side Deli,1,Steady Mainstream Favorites
B6HUaOSZ9ZVZ68ImDF5EqQ,Jomici Apothecary,1,Steady Mainstream Favorites
dITkxWBe92OzvXA2kJWz9g,El nica,1,Steady Mainstream Favorites
4hb5DrxoyZ6dhE0qsSkkzQ,Free Library of Philadelphia - Lovett Branch,0,Struggling / Mixed-Experience Businesses
JzZ8jz4J6AEd8JF-k2gIKA,Sofian Cleaning Services,1,Steady Mainstream Favorites
i1VMkj7p-JzVcrUEYtnupQ,3rd Street Cafe,1,Steady Mainstream Favorites
AmI3LIUNwsi4023hOVGu3w,Moshulu,2,High-Traffic Bars & Nightlife
trA2mh8TMb-keNb1AzYh1w,Dave's Wissahickon Barber Shop,1,Steady Mainstream Favorites
YZPIEmUIRvDUL_HCyKL3CA,Dollar General,1,Steady Mainstream Favorites
sgDw5vVkx7HLRoIdyO8OLw,Sawtown Tavern,2,High-Traffic Bars & Nightlife
P4h9ff9Zu3c_Rqb-gWkhUg,Maple Japanese Ramen,1,Steady Mainstream Favorites
YWlbmf70DcaPh6FGnuZhkA,Christian Nails & Spa,1,Steady Mainstream Favorites
ckbvLKwjEb836t-EDKsVVg,Abyssinia,2,High-Traffic Bars & Nightlife
zy_g2wKTNIB7EQdG73_Xaw,Einstein Medical Center Philadelphia,0,Struggling / Mixed-Experience Businesses
vq28UnCEKii1j5wt8LA9bA,Indian Restaurant 722,1,Steady Mainstream Favorites
rK4MQ-vybY5KXI73o-0mlw,Jake's & Cooper's Wine Bar & Wine Shop,2,High-Traffic Bars & Nightlife
sPLcoVQ4qyU914NZRmglng,Pete's Pizza,0,Struggling / Mixed-Experience Businesses
kSWXxtZzpZLrBeyv-1BUuA,Cafe Pendawa Lima,1,Steady Mainstream Favorites
x0B2COlqOwPBeJRhEJ0PWA,A Class Act Auto Repair,1,Steady Mainstream Favorites
RhP6pzh6AikgrSODRHS0EA,Spitalieri's Italiano Ristorante,0,Struggling / Mixed-Experience Businesses
o2Tz5gv31GUf3ThTePrcyg,Budget Dumpster Rental,0,Struggling / Mixed-Experience Businesses
D0uoz1yQR10Knf_N_TCJ9g,Musette,1,Steady Mainstream Favorites
XYwx1tsEB3_G0tgS6l-0PQ,Amuse,2,High-Traffic Bars & Nightlife
tjGC5TEVfuntyt5hV-m0ZQ,McKenzie Sports Physical Therapy,1,Steady Mainstream Favorites
aZuB6Mvm6nid8i6J9bfDog,La Reserve Center City Bed and Breakfast,1,Steady Mainstream Favorites
yNv_RImPRQNf9qC8thA_0Q,American Signature Furniture,0,Struggling / Mixed-Experience Businesses
97ZPxrlnvq78EqSgcQihoQ,BR Moving,1,Steady Mainstream Favorites
reY1jB3RJ5FZiK1Nx6szYA,Johnny Destructo's Hero Complex,1,Steady Mainstream Favorites
RB0q5kCIAlGgXYV2uLonUg,Pierre's Costumes,1,Steady Mainstream Favorites
aEYewUCI6hHyKOUzXcWLTw,Abakus Takeout,1,Steady Mainstream Favorites
KkYf3vwufgbSWXLINt5YOg,Bookspace,1,Steady Mainstream Favorites
31KYjhEDOC7oPLoKqAi-YA,Peace A Pizza,0,Struggling / Mixed-Experience Businesses
U9IinzLvwvNzlg0SqJ-fHg,Taylor's Restaurant,1,Steady Mainstream Favorites
XvV9B9Y4YfVVehSVkX6Ulg,Siu Kee Duck House,1,Steady Mainstream Favorites
9UD0Smup80sh-c7zc9ySdA,Danny's Midnight Confessions,1,Steady Mainstream Favorites
zdQlfwvFjy2Lto5ZEe_H2Q,Rite Aid,0,Struggling / Mixed-Experience Businesses
qd6t6bkXt5CIEjJdWbYTsw,Aramark Corporation,0,Struggling / Mixed-Experience Businesses
ixK2BuHlGEXQdkK8NmALPw,Drs Page and Ward,1,Steady Mainstream Favorites
Rf9AqIzZyfrQHjkyXDJaHw,Krewstown nail spa,0,Struggling / Mixed-Experience Businesses
eqK66D5jQRO2eY1_MhAo_Q,Dan's Fresh Meats,1,Steady Mainstream Favorites
F13x4Y7Lmv_FgyWUxka5xg,AAA South Philadelphia Car Care Insurance Travel Center,0,Struggling / Mixed-Experience Businesses
liBiXtYbNpcDR-pMPoHAIg,Rose Nails,1,Steady Mainstream Favorites
FGUeyrd0lKyWn1Eb_3H7Pg,Chestnut Hill Sushi,1,Steady Mainstream Favorites
jdx80PbfbXMkUZvhJmdFbQ,Cafe Giardino,1,Steady Mainstream Favorites
RleiW2_QLyxgNjFfqDoZpw,Modo Mio,1,Steady Mainstream Favorites
f8bCVRQuvK28MxTuXMCh_g,Philadelphia Film Center,0,Struggling / Mixed-Experience Businesses
SwsJnao2G91T9LmcBuEiDA,Five Star Parking,0,Struggling / Mixed-Experience Businesses
w0MduHbQNWZkYl66jZIiEA,JC Fancy Nails & Spa,1,Steady Mainstream Favorites
FCR7LqDdkKtWsfxeoscAkg,The Better You Institute,1,Steady Mainstream Favorites
PsyoQwBcxs98DP-2tBOv6A,Mad Greek Restaurant and Pizza,1,Steady Mainstream Favorites
hlTEWtqfWw9r0_LltqWA4A,Quiznos,1,Steady Mainstream Favorites
nFkhD1OzSJJoc5z3LCtGGw,Douglas Cosmetics,1,Steady Mainstream Favorites
tqOK-bWQbdgVhSNm38hWwQ,American Philosophical Society,1,Steady Mainstream Favorites
Y7EalRsCafsApK5DcL_mTg,Devil's Den,2,High-Traffic Bars & Nightlife
