business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
dIwOZoxwSpPUV3eMYFzPqw,El Guero  Mexican Food Truck,1256 W Montgomery Ave,Philadelphia,PA,19122,39.9797909,-75.1546781,5.0,7,1,"Restaurants, Mexican"
WXwRcHGaV8W3twAOJtWlew,Village Burger,401 S Columbus Blvd,Philadelphia,PA,19106,39.9424508214,-75.1420305669,1.5,16,1,"Restaurants, Burgers, Food, Food Trucks"
0zWAsCBzvuCI_Ydx7yH1Jw,Shing Kee,"600 Washington Ave, Ste 18 A",Philadelphia,PA,19147,39.9346322655,-75.1551747608,4.0,84,1,"Noodles, Chinese, Restaurants, Soup"
50MNOCMK3OxqR_VL3Bsupg,Sprint Store,1700 Market St Ste 108,Philadelphia,PA,19103,39.9526775,-75.1690841,2.0,15,0,"Mobile Phones, Shopping"
p4_cwv_NAFduuDz5RcTLeg,Nail In the City,2401 Aramingo Ave,Philadelphia,PA,19125,39.974182,-75.1202043,2.0,21,1,"Beauty & Spas, Nail Salons, Hair Removal"
q10gQHRRga0o0A37YsvodQ,The Pet Mechanic,920 South St,Philadelphia,PA,19147,39.9426010475,-75.1578200608,4.0,63,1,"Veterinarians, Pets"
qSjUgS1CG2_-MzSWHjvO0w,Little Flower Catholic High School For Girls,1000 W Lycoming St,Philadelphia,PA,19140,40.0133723638,-75.1441937,3.5,8,1,"Education, Middle Schools & High Schools"
0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,3401 Walnut St,Philadelphia,PA,19104,39.9531984523,-75.1928739332,3.5,30,1,"Sushi Bars, Japanese, Restaurants"
pOKlPUu1ecsedBwKqNfWUg,Scarlet Fiorella,113 S 13th St,Philadelphia,PA,19107,39.9500321,-75.1616605,4.5,5,0,"Home & Garden, Shopping, Home Decor, Children's Clothing, Fashion"
BzQiDngZIG0MfbjJFg-yUQ,The Post,129 S 30th St,Philadelphia,PA,19104,39.9524469799,-75.1836892962,4.0,46,1,"Bars, Nightlife, Arts & Entertainment, Restaurants, Arcades, Beer Bar, Cocktail Bars, Burgers, Chicken Wings"
Derr7dcpu_BRwl8OwGQtyg,Pizza Wings Steaks,3235 Powelton Ave,Philadelphia,PA,19104,39.960644,-75.189224,3.0,41,0,"Chicken Wings, Pizza, Restaurants, Steakhouses, Sandwiches, Vegan, Vegetarian"
JLggLAox_ABHrGERr2zybw,Adolf Biecker Spa/Salon,1605 Sansom St,Philadelphia,PA,19103,39.950854,-75.168645,4.0,147,1,"Beauty & Spas, Day Spas, Cosmetics & Beauty Supply, Hair Salons, Hair Removal, Shopping, Massage, Nail Salons, Skin Care"
KgozvZ1UFfXuJToqe8CfQg,Fortune Chinese Restaurant,1828 S St,Philadelphia,PA,19146,39.9444060526,-75.1728806172,3.5,87,1,"Chinese, Restaurants"
Xq-8-I0U8Artr7d70SjX-g,30th Street Station,2955 Market St,Philadelphia,PA,19104,39.955757,-75.181993,4.0,381,1,"Public Transportation, Transportation, Train Stations, Public Services & Government, Hotels & Travel"
RhRQhyGHurL9WqRoAn7luQ,Uptown Grill Breakfast,38 S 60th St,Philadelphia,PA,19139,39.9609427,-75.2412374,4.0,10,1,"Restaurants, American (New)"
nSSoWHnmdkTRj8MA3Gj4AA,IceMax,252 South St,Philadelphia,PA,19147,39.94128,-75.147448,4.0,68,0,"Food, Ice Cream & Frozen Yogurt"
pBJ9hVagqI4dwj6wPKTePA,Pita Pocket Falafel & Grille,218 S 16th St,Philadelphia,PA,19102,39.9491679,-75.1677507,4.0,5,0,"Falafel, Restaurants, Mediterranean, Greek"
KlAocfljVDKA1VyXoiCrPQ,We Assemble It,,Philadelphia,PA,19103,39.96244,-75.19993,5.0,18,1,"Furniture Assembly, Home Services, Movers"
DNA6jRC6wt0QXO4zN-BdXw,New Napoli Famous Pizza,911 Tyson Ave,Philadelphia,PA,19111,40.052735,-75.0804037,2.0,5,1,"Pizza, Restaurants"
rzDTtIfcxUwQBLKG1RSQGw,Mr Bravo Pizza & Grill,2310 Cecil B Moore Ave,Philadelphia,PA,19121,39.9804419,-75.17299,2.5,8,0,"American (New), American (Traditional), Pizza, Restaurants"
Hxt8qo2hEraEbxEO9k4TVA,Chez Bow Wow Pet Grooming,707 N 2nd St,Philadelphia,PA,19123,39.9620817,-75.1407803,4.0,75,1,"Pets, Pet Services, Pet Groomers, Pet Training"
KFmyGXB4oW8JXw6qywhBYw,Citizens Bank,1234 Market St,Philadelphia,PA,19107,39.9518101724,-75.1611398,1.5,8,1,"Financial Services, Banks & Credit Unions"
mNNBDRkF0c2oGdeKVpv8rA,The Duke Barber,"1001 N 2nd St, Ste 7",Philadelphia,PA,19123,39.96742,-75.14,4.0,54,0,"Beauty & Spas, Barbers"
PQva56jc2JZ5J2ZSqAWubQ,Nat'l Authorized Service,,Philadelphia,PA,19135,40.0203813,-75.0552739,3.0,6,1,"Heating & Air Conditioning/HVAC, Local Services, Appliances & Repair, Home Services"
cKSGrUPLEMTcA8oiIDn_RA,PennDOT,1530 S Columbus Blvd,Philadelphia,PA,19147,39.927695,-75.145522,3.0,24,0,"Landmarks & Historical Buildings, Departments of Motor Vehicles, Public Services & Government"
ALVX2hbStpIIRvnv1_7x7w,Little Caesars Pizza,2895 Grays Ferry Ave,Philadelphia,PA,19146,39.9396854995,-75.1923877001,1.5,6,0,"Food, Restaurants, Pizza"
SJEJgULLv4uxNJp-55NGow,Edible Arrangements,120 S 12th St,Philadelphia,PA,19107,39.9495429,-75.1605067,2.0,33,1,"Food, Gift Shops, Florists, Chocolatiers & Shops, Specialty Food, Flowers & Gifts, Shopping"
H47H_73y7aZ9KHpzct-xBg,Cold Stone Creamery,2530 Aramingo Ave,Philadelphia,PA,19125,39.9781891509,-75.1193685896,3.5,24,1,"Ice Cream & Frozen Yogurt, Food, Custom Cakes, Cupcakes"
NYJ1PTYcQhQ8aVJiBPgIQg,Cappuccio's Meats,1019 S 9th St,Philadelphia,PA,19147,39.9370969,-75.1580723,4.0,45,1,"Food, Meat Shops, Specialty Food"
Fkl9q6P0PIAY1_JQxbqc7A,Paper Impex USA,,Philadelphia,PA,19154,40.0913752,-74.9851678,1.0,12,1,"Shipping Centers, Movers, Home Services, Local Services"
9hlCvuR5yqPNQZ0Dpgleug,JD's Soul Food Kitchen,4056 Lancaster Ave,Philadelphia,PA,19104,39.9641219,-75.2043607,3.0,19,1,"Chicken Wings, American (Traditional), Barbeque, Soul Food, Restaurants"
nsZMsV91PfYQ8w2lbktpjA,Non Stop Pizza & Grille,6601 Hegerman St,Philadelphia,PA,19135,40.022248,-75.0472798,3.5,13,1,"Restaurants, Pizza"
v7ibuvyZutqZ7pjMCH1exg,Frank's Spaghetti House,7602 Castor Ave,Philadelphia,PA,19152,40.056184,-75.061858,3.5,43,1,"Italian, Restaurants, Bars, Wine Bars, American (New), Nightlife"
3dl7FI3cG8C1v3uaj4_78w,Lincoln Green Apartments by Greystar,4000 Presidential Blvd,Philadelphia,PA,19131,40.005182,-75.209651,2.0,25,1,"Home Services, Apartments, Real Estate"
yjcpRvhOtqgu7ykZiL4xFQ,Nuts Vs Fruit,2110 S Broad St,Philadelphia,PA,19145,39.924072,-75.170111,5.0,12,0,"Specialty Food, Candy Stores, Food"
Ac6NdLwXzX9EWqqWxx94ZQ,The Jiu Jitsu Company,"31 S 2nd St, Fl 2",Philadelphia,PA,19106,39.949049,-75.143627,5.0,6,1,"Brazilian Jiu-jitsu, Active Life, Kids Activities, Sports Clubs, Martial Arts, Fitness & Instruction"
MnCs5pIA0BF3FN7T6wTNyg,O blue café,400 Fairmount Ave,Philadelphia,PA,19123,39.9625734,-75.1447558,5.0,11,0,"Restaurants, Cafes"
l_u2KGYWvx2LBcRV1G-wyA,Dentex Dental,1732 S Broad St,Philadelphia,PA,19145,39.928211,-75.16929,2.5,20,0,"Endodontists, Cosmetic Dentists, General Dentistry, Health & Medical, Periodontists, Dentists"
Hbd-b99EBCYTZfSaZz3tHQ,Sbarro,1455 Franklin Mills Cir,Philadelphia,PA,19154,40.0876473,-74.9610288,3.5,6,0,"Pizza, Restaurants"
r8gB1EKj-YDfmfOm30TSHA,Cee Johnson's Auto Service,5532 Chestnut St,Philadelphia,PA,19139,39.9591838,-75.2322698,2.5,5,1,"Auto Repair, Automotive, Body Shops, Car Stereo Installation"
atSO7SYsHhKVSML1g8wDjg,American Jewelry Co,132 S 8th St,Philadelphia,PA,19107,39.9485134,-75.1543329,5.0,5,1,"Jewelry, Florists, Flowers & Gifts, Shopping"
bSWL0YxfawjS03_g2kgujA,Allegro Pizza,3942 Spruce St,Philadelphia,PA,19104,39.9514453,-75.2029159,3.0,221,1,"Sandwiches, Restaurants, Pizza, American (Traditional), Italian"
ipaHtb0jzsnzuxkjQxvxgQ,Solly Pizza,8108 Bustleton Ave,Philadelphia,PA,19152,40.0618594,-75.0520111,4.0,40,1,"Restaurants, Pizza"
y--UQiSyVPAmWjRkZ9tdPQ,Pep Boys,6200 Stenton Ave,Philadelphia,PA,19138,40.0577619,-75.1641145,3.0,34,1,"Tires, Automotive, Auto Repair, Oil Change Stations, Auto Parts & Supplies"
PU6_b7Z5G7fZRjiDMkoFeA,Italian Market Laundromat,1153 S 9th St,Philadelphia,PA,19147,39.934846,-75.158559,4.0,5,1,"Dry Cleaning & Laundry, Local Services, Laundromat, Laundry Services"
NnlQhXtuVOVjUFYB1Hqp8Q,Lather Hair Studio,2736 West Girard Ave,Philadelphia,PA,19130,39.974138,-75.18173,5.0,93,1,"Skin Care, Hair Salons, Beauty & Spas, Makeup Artists"
NeY1bH6IKJxnn4YAixibsQ,Cosi,140 S 36th St,Philadelphia,PA,19104,39.9536708974,-75.1949572908,2.5,115,0,"Coffee & Tea, Restaurants, Sandwiches, Food"
-VGUpTEsCUE9gJk50gbU6w,JetBlue,8500 Essington Ave,Philadelphia,PA,19153,39.876019,-75.242969,3.5,19,1,"Airports, Food, Transportation, Shopping, Hotels & Travel, Airlines"
Bfjx1m4INbd7DMQ9pMfYww,Yes Dental,2327 Cottman Ave,Philadelphia,PA,19149,40.0489395221,-75.0579528718,3.5,18,1,"Dentists, Orthodontists, Cosmetic Dentists, Health & Medical, General Dentistry, Endodontists, Oral Surgeons"
d_tRshM-w6S4QxE4VVi8tQ,Jones,700 Chestnut St,Philadelphia,PA,19106,39.9493144,-75.1525254,3.5,1141,0,"American (New), Restaurants, Southern, Diners, American (Traditional)"
O286wXm4mcznQn_1JieD1g,Whole Foods Market,2001 Pennsylvania Ave,Philadelphia,PA,19130,39.961634,-75.1726892,3.5,159,0,"Event Planning & Services, Specialty Food, Food, Health Markets, Grocery, Caterers, Organic Stores"
QrIV69RPS4LTpIwPoL22_w,Applebee's Grill + Bar,2535-37 Castor Ave,Philadelphia,PA,19134,39.993173,-75.092621,2.5,55,1,"Bars, Fast Food, Sports Bars, Chicken Wings, Restaurants, Steakhouses, Nightlife, American (Traditional), Burgers"
jvCNijeK9ZOf2Vb6pGNySg,Bury The Hatchet,"1719 Washington Ave, Fl 2",Philadelphia,PA,19146,39.93883,-75.17232,5.0,153,1,"Local Flavor, Recreation Centers, Amateur Sports Teams, Active Life"
Ak34oJ8zxN8Av7dxS9T8IQ,The Centurion Lounge,"Terminal A West, near Gate A14",Philadelphia,PA,19153,39.8752249002,-75.2477547773,3.5,88,1,"Airport Lounges, Bars, Nightlife"
woEzdPOYu5KmRHu1NjxKYw,Bottom of the Sea,714 South St,Philadelphia,PA,19147,39.9422163,-75.1544172,3.0,14,0,"Seafood, Restaurants"
RZtGWDLCAtuipwaZ-UfjmQ,LaScala's,615 Chestnut St,Philadelphia,PA,19106,39.949529,-75.152139,3.5,367,0,"Pizza, Restaurants, Italian, Salad"
alUk6OwNhofyc90NDMDY-Q,Fabio's Chicken Restaurant Takeout,4805 N Front St,Philadelphia,PA,19120,40.0232879,-75.1237642,4.5,14,1,"Latin American, Restaurants, Chicken Wings"
kimOwpoIWzJJx7NHTAj74Q,Little Kitchen,5000 City Line Ave,Philadelphia,PA,19131,40.0000840441,-75.2284179916,2.5,50,1,"Thai, Restaurants, Japanese, Chinese"
mbglgx3nbRRPKxh0SxDjNQ,Parada Maimon,345 N 12th St,Philadelphia,PA,19107,39.9590025431,-75.1582302558,4.5,202,1,"Latin American, Caribbean, Dominican, Mexican, Restaurants"
LDepg4jhTLwxY2YN6YGHtw,Illadelph by All in One Smoke Shop,14230 Bustleton Ave,Philadelphia,PA,19116,40.1323517,-75.0119861,4.5,7,1,"Shopping, Head Shops, Tobacco Shops, Vape Shops"
hJnW5-ovJQkecq0EZhHaKw,DoDo Bakery,2653 S 11th St,Philadelphia,PA,19148,39.9163107,-75.1659042976,4.5,12,1,"Coffee & Tea, Bubble Tea, Custom Cakes, Bakeries, Food"
RNEhva5S8AlvwgaF6Z-l8g,ACME Markets,7700 Crittenden St,Philadelphia,PA,19118,40.071813194,-75.1938728294,1.5,14,1,"Food, Grocery, Drugstores, Shopping"
QDvQmizwCiFGf3y0Om9jyA,Frog at the Yard,"16th & Flagship Dr, Bldg 543",Philadelphia,PA,19112,39.888531,-75.1785888,3.5,10,0,"American (Traditional), Coffee & Tea, Restaurants, Food"
oiwRXkajqqT4Yq5SpEsy3w,Bellhop Moving,,Philadelphia,PA,19102,39.9556241,-75.1647529,3.0,56,1,"Local Services, Movers, Home Services, Self Storage, Packing Supplies, Shopping"
nt1jLHRIeV5HqB5PfFWbKA,Kary's Beauty Salon,1601 S 7th,Philadelphia,PA,19148,39.9288599,-75.1566897,4.0,22,1,"Beauty & Spas, Hair Salons"
7yBuPIRjDxq0urQzjp1g3w,Dollar Tree,7600 City Ave,Philadelphia,PA,19151,39.9769957315,-75.2747348463,3.0,5,1,"Discount Store, Shopping"
4ZSKrjtl_B9ytuR0o1PvEA,Thread Bar,2007 Chestnut St,Philadelphia,PA,19103,39.952298,-75.173811,5.0,16,1,"Hair Removal, Waxing, Eyelash Service, Event Planning & Services, Henna Artists, Beauty & Spas, Threading Services"
YG7qCDqFE_3EieWB_GQSlw,The Event Spot,7215 Rising Sun Ave,Philadelphia,PA,19111,40.0597768,-75.0853197,4.0,5,1,"Venues & Event Spaces, Event Planning & Services, Officiants"
OHplb2m_dKPXY46mS0CqJQ,Stella Sera,8630 Germantown Ave,Philadelphia,PA,19118,40.0770647,-75.2087089,4.0,48,0,"Italian, Restaurants"
rMokmPwVXuftCVKVgSBlPg,Solo Real Estate,2017 Chancellor St,Philadelphia,PA,19103,39.949998,-75.174757,3.5,46,1,"Real Estate, Real Estate Agents, Property Management, Home Services, Real Estate Services"
iX-B-N84nktxvhSwTYSfDw,Nauti Mermaid Crab House,110 Chestnut St,Philadelphia,PA,19106,39.9480691001,-75.1430340484,4.0,108,0,"Restaurants, Seafood, Piano Bars, Nightlife"
kqbZ8euPJFYrIbeMJXPkzg,The Bar by Bluebird Distilling at the Bourse,111 S Independence Mall E,Philadelphia,PA,19106,39.9497563,-75.1480623,4.0,14,1,"Cocktail Bars, Bars, Nightlife"
tkJRnUUhHqp3XB6SEQC7-g,Midas,4138-52 Market St,Philadelphia,PA,19104,39.9573379358,-75.2055199926,2.5,41,1,"Tires, Auto Repair, Oil Change Stations, Automotive"
6_HDH0EIt2QvX0adkZdsTw,Goree,5514 Rising Sun Ave,Philadelphia,PA,19120,40.0334671,-75.1159524,3.5,19,1,"Imported Food, Specialty Food, Food, Ethnic Food, Restaurants, Halal, Senegalese, African"
8QGXgKl1aH3W15YYVcSixg,Lane Bryant,"1851 S Columbus Blvd, Ste 4",Philadelphia,PA,19148,39.923491,-75.1405828,4.0,7,0,"Women's Clothing, Shopping, Fashion, Accessories"
NSDifyQNkKyPUV_f23ldaQ,The Stock Group,542 Carpenter Ln,Philadelphia,PA,19119,40.0466057,-75.1954428,2.0,6,0,"Painters, Contractors, Home Services"
eLbKuFpCtHEjCkoWkDDk7g,Trattoria Carina,2201 Spruce St,Philadelphia,PA,19103,39.9488052,-75.1779537,4.5,213,1,"Restaurants, American (Traditional), Italian"
5CZIGD5oNpS5gQTiVxHCdg,The Chair Massage Studio,"1416 Frankford Ave, Suite B3",Philadelphia,PA,19125,39.9722525,-75.134627,5.0,15,1,"Health & Medical, Massage Therapy, Beauty & Spas, Massage"
eM5CowLA4lGmATovJrLRXQ,Al's Italiano Pizzeria & Ristorante,8202 Roosevelt Blvd,Philadelphia,PA,19152,40.0605711,-75.0448466,3.5,23,1,"Delis, Sandwiches, Restaurants, Pizza, Desserts, Italian, Food"
JlbPG1auhjZcLCAi2lG1vA,Sun Laundromat,2431 Castor Ave,Philadelphia,PA,19134,39.993744,-75.09299,4.0,7,1,"Dry Cleaning & Laundry, Local Services, Laundry Services, Laundromat"
xz3z2vqP8XkAsA11HA9pDg,Smokey Pint,2549 Orthodox St,Philadelphia,PA,19137,40.001447,-75.07655,4.0,37,0,"Beer Bar, Nightlife, Comfort Food, Restaurants, Bars, Barbeque"
jQDXPPEfRlGiiH7kmRfM0w,ABV% Beverage,3421 Richmond St,Philadelphia,PA,19134,39.985543,-75.0957743,5.0,5,1,"Beer, Wine & Spirits, Food"
2GYg3liJ9-m6Z67L_4_BRQ,Weavers Way Co-Op,559 Carpenter Ln,Philadelphia,PA,19119,40.0465949,-75.1960823,4.5,54,1,"Pets, Cheese Shops, Health Markets, Grocery, Food, Specialty Food"
WXVAGgrGtRmlgO5i4fqrpg,Jerusalem Furniture,2300 W Passyunk Ave,Philadelphia,PA,19145,39.9223197,-75.1855823,3.5,5,1,"Furniture Stores, Shopping, Home & Garden"
feycIWpE_lOM9iPu1FMmww,E.L.I.T.E. Control & Design,1634 N Randolph St,Philadelphia,PA,19122,39.976412,-75.14479,5.0,7,1,"Home Automation, Home Theatre Installation, Security Systems, Electronics, Home Services, Shopping"
0U4PsGJynuzEBrEn1HaU7w,Expert Tailor,164 N 3rd St,Philadelphia,PA,19106,39.9538599,-75.1451386,4.0,14,1,"Dry Cleaning & Laundry, Local Services, Sewing & Alterations, Leather Goods, Fashion, Dry Cleaning, Carpet Cleaning, Laundry Services, Shopping"
CinrOH8rMB2hEvPY_iFOHA,Casselli's Ristorante,7620 Ridge Ave,Philadelphia,PA,19128,40.1414879,-74.9846616,3.5,39,0,"Restaurants, Italian"
jDSWTtmsrq5_0z_ZK4Au3Q,Yoga on the Pier,,Philadelphia,PA,19106,39.9493801,-75.145782,4.5,6,1,"Fitness & Instruction, Yoga, Active Life, Local Flavor"
KydLm9nUhLSK0K6VnDLVjw,Green Guys Moving,,Philadelphia,PA,19138,40.0542169,-75.1603752,4.0,9,1,"Movers, Home Services, Local Services, Couriers & Delivery Services, Junk Removal & Hauling"
rytqWB6v6AAAxZiqy7Flww,War Horse Barbell,801-5 N 2nd St,Philadelphia,PA,19123,39.9630208,-75.1406717,5.0,23,1,"Gyms, Fitness & Instruction, Active Life"
4i1to26tzHGWDpquEeazwg,Lee's Breakfast,3152 N Broad St,Philadelphia,PA,19132,40.0014002,-75.153227,4.0,10,1,"Breakfast & Brunch, Restaurants"
9TNrkJ8HRO9ba_y5ZDqo6w,Coco's Cookies & Creamery,3632 Powelton Ave,Philadelphia,PA,19104,39.959605,-75.1950971,4.5,13,1,"Ice Cream & Frozen Yogurt, Food, Pretzels, Shaved Ice, Desserts, Patisserie/Cake Shop"
YA4OQvZFowHG4_78xis7sg,Boricua Restaurant,1149 N 3rd St,Philadelphia,PA,19123,39.968903,-75.141464,5.0,31,1,"Caribbean, Spanish, Puerto Rican, Latin American, Restaurants"
e1L7zxPnI9TeCqFexdstdw,International House Philadelphia,3701 Chestnut St,Philadelphia,PA,19104,39.9552474,-75.1969099,3.5,27,1,"Apartments, Home Services, Adult Education, Arts & Entertainment, Education, University Housing, Real Estate, Performing Arts, Cinema"
JZVK_yoV48O_2gDykG_1Ow,Bonks Bar,3467 Richmond St,Philadelphia,PA,19134,39.9863915,-75.0943523,4.0,35,1,"Seafood, Nightlife, Bars, American (Traditional), Restaurants"
c6DUOuLuX8pKVNgKUlZf9A,Brindle Cafe,221 E Girard Ave,Philadelphia,PA,19125,39.9694475,-75.1331964,3.0,9,0,"Sandwiches, Restaurants, American (New)"
WYulP4JpEVnFjhydDoxWjA,Mushmina,1540 S St,Philadelphia,PA,19146,39.9440040588,-75.1685256958,5.0,5,0,"Shopping, Accessories, Fashion"
NKP_jXl7Gn6hkiR8D206Gw,Air Canada,8500 Essington Ave,Philadelphia,PA,19153,39.8737683,-75.2472932,1.5,5,1,"Transportation, Airlines, Hotels & Travel"
qfFKVxDqFbPtBTlKGQDapQ,Master Wok,1934 Liacouras Walk,Philadelphia,PA,19122,39.982461,-75.156031,3.5,9,1,"Chinese, Restaurants"
UkN-K9T_hDLGD9m_AAtXyw,Riverside Cycles,360 Domino Ln,Philadelphia,PA,19128,40.0414973,-75.2376511,5.0,11,1,"Motorcycle Repair, Automotive, Motorcycle Dealers"
SczLxo7EPukLqteIJ_c7OA,Three Elements,2501 N 2nd St,Philadelphia,PA,19133,39.9883801,-75.1351888,4.5,5,1,"Nightlife, Bars"
lIOEBs50Uk45ehz7zrtYmQ,Tandoori Of India,1100 Jackson St,Philadelphia,PA,19148,39.922337,-75.164854,4.0,71,1,"Indian, Venues & Event Spaces, Desserts, Food, Salad, Halal, Event Planning & Services, Restaurants"
G5aLEWu4uOCSXGlHE_LZwA,Ancient Eye Media,,Philadelphia,PA,19102,39.9556241,-75.1647529,5.0,5,1,"Video/Film Production, Videographers, Event Planning & Services, Professional Services, Event Photography, Photographers"
t6KsC3otfr9PUK3d0pSS3g,Whitman Cleaners,1530 Packer Ave,Philadelphia,PA,19145,39.9113386,-75.1750841,2.5,5,1,"Laundry Services, Local Services, Dry Cleaning & Laundry"
WMjy9IgiiuxN1tenNvJ4ew,Papertini Floral & Event Design,16 N 3rd St,Philadelphia,PA,19106,39.950721,-75.1458136,5.0,19,1,"Florists, Shopping, Party & Event Planning, Flowers & Gifts, Event Planning & Services"
fDZjJvs3sikPHqRs_4HPTg,The United States Mint,151 N Independence Mall E,Philadelphia,PA,19106,39.9533704258,-75.148115658,4.0,97,1,"Public Services & Government, Landmarks & Historical Buildings"
umqAlYC0OtFjFI-sTNSEYw,Jeni's Splendid Ice Creams,"1322 Frankford Ave, Unit  101",Philadelphia,PA,19125,39.9708619,-75.134813,4.0,16,1,"Desserts, Ice Cream & Frozen Yogurt, Food"
kuof8pQvg5dSGXzBdlsIPA,Bella Locs,,Philadelphia,PA,19149,40.0390934,-75.064035,2.5,5,1,"Cosmetics & Beauty Supply, Nail Technicians, Hair Stylists, Beauty & Spas, Shopping, Nail Salons, Hair Extensions, Hair Salons"
pDurCski6kcl8mcXmpcKKw,Ace of Steaks,3020 S Broad St,Philadelphia,PA,19145,39.9126407143,-75.1728923991,4.5,31,1,"Restaurants, Cheesesteaks, Sandwiches, Burgers"
2IOlw5AaluuCSci3Bd0u4w,Violet Salon III,1330 S Alder St,Philadelphia,PA,19147,39.9325745,-75.1615338,2.5,35,1,"Hair Salons, Hair Removal, Beauty & Spas, Nail Salons"
YAYIiWShAU4R9z-xNUqVig,Logan Circle,200 N 19th St,Philadelphia,PA,19103,39.9585853,-75.1706228,4.5,36,1,"Active Life, Local Flavor, Parks"
Udlivg8oVF_JRgfL5TV33w,Trophy Limousine Service,"7000 Holstein Ave, Ste 1",Philadelphia,PA,19153,39.9029763,-75.2268484,3.5,27,1,"Local Services, Shoe Repair, Hotels & Travel, Limos, Transportation"
QPwEwRE5jiOS3d8IqwxVbA,First Choice Auto Repair,7801 Oxford Ave,Philadelphia,PA,19111,40.0722409,-75.0842678,4.0,10,1,"Automotive, Towing, Oil Change Stations, Tires, Auto Repair"
d6bUs1pohZndzv-76YpcYw,Pet Health Center,3365 Frankford Ave,Philadelphia,PA,19134,39.9949976,-75.1058509,3.5,22,1,"Pets, Veterinarians, Pet Services, Emergency Pet Hospital"
eRa4aOztXDs0px7bUakoVQ,My T-Sharp Barbering Company,160 Leverington Ave,Philadelphia,PA,19127,40.030551,-75.227682,4.0,5,1,"Hair Salons, Barbers, Beauty & Spas"
gSw5N8h5lpC4XGw_nthyrQ,Sorrento's Pizza,1624 W Olney Ave,Philadelphia,PA,19141,40.038781,-75.149469,2.5,39,1,"Restaurants, Pizza"
uymhAMBgsI1vxOd--8J9Mw,Colonial Penn Insurance,399 Market St,Philadelphia,PA,19106,39.950451,-75.146807,1.0,18,1,"Financial Services, Insurance, Life Insurance"
0QdcIaX7Mp9cXLXt-zv1BQ,Safeguard Self Storage,1221 N Broad St,Philadelphia,PA,19122,39.9724908,-75.1587018371,3.0,7,1,"Home Services, Self Storage, Local Services, Movers, Shopping, Packing Supplies"
bH1HbFxDv6WquY-vK3fwww,Selcouth Massage,"212 E Girard Ave, Ste 2B",Philadelphia,PA,19125,39.9689967554,-75.1330304146,5.0,23,0,"Health & Medical, Massage Therapy, Beauty & Spas, Massage"
AcMwma_tRlmAp2BTDjZ3Kg,Crown and Feather Tattoo,2628 Martha St,Philadelphia,PA,19125,39.985314,-75.122395,5.0,5,1,"Beauty & Spas, Tattoo"
4SQ5uczVt66-GGGeNQRfEA,Rotten Ralph's,201 Chestnut St,Philadelphia,PA,19106,39.9484876,-75.1442086,2.5,200,0,"Nightlife, Restaurants, American (Traditional), Pubs, Bars"
vCHNWdW-ys-nWUx3Cpvk8Q,Swiss Haus Cafe & Pastry Bar,1740 Sansom St,Philadelphia,PA,19103,39.9507452,-75.1701679,4.0,261,0,"Bakeries, Kosher, Food, Restaurants, Coffee & Tea"
iB8TMAjQEUfldgolrRyKiQ,William Didden Flower Shop,6401 Lindbergh Blvd,Philadelphia,PA,19142,39.9197188505,-75.2254907666,4.0,7,1,"Shopping, Florists, Floral Designers, Flowers & Gifts, Event Planning & Services, Home & Garden, Nurseries & Gardening"
lGw75AaWNUayMJxXD5ahpg,Levy Law LLC,"1515 Market St, Ste 950",Philadelphia,PA,19102,39.9529792,-75.1658929,2.0,5,1,"Legal Services, Local Services, General Litigation, Professional Services, Divorce & Family Law, Lawyers, Criminal Defense Law, Estate Planning Law"
c6fmdw06KPAsPxzvwyRBAA,Master Garage Door,2675 Tremont St,Philadelphia,PA,19152,40.0687454,-75.0324541,3.5,6,1,"Insulation Installation, Garage Door Services, Contractors, Keys & Locksmiths, Home Services"
htO_nlxkEsYHzDrtbiUxew,La Colombe Coffee,130 S 19th St,Philadelphia,PA,19103,39.9506099,-75.172368,4.0,614,1,"Restaurants, Food, Coffee & Tea"
DsKzHnkLKnxZTVsFpts4oA,Red Owl Tavern,433 Chestnut St,Philadelphia,PA,19106,39.9492805,-75.1489288,3.5,618,1,"Breakfast & Brunch, American (New), Restaurants"
eznriqn0sKt0D594H5OCcA,La Fonda De Teresita,1446 S 8th St,Philadelphia,PA,19147,39.9304879336,-75.1582029462,4.0,43,0,"Mexican, Restaurants"
bguzzvkFJ2gPGvtvXwfPCQ,The Yoga Garden Philly,240 S 8th St,Philadelphia,PA,19107,39.9466765867,-75.1546849957,4.5,55,1,"Active Life, Fitness & Instruction, Yoga"
uIg5rdP-VmiBa-3kHa7AHQ,US Post Office,9925 Bustleton Ave,Philadelphia,PA,19115,40.0994881,-75.0294441,1.5,21,1,"Local Services, Public Services & Government, Post Offices, Shipping Centers"
iTqSLah6DnnXGaYQWDl7cQ,Swan Waterfall Caterers,2015 S Water St,Philadelphia,PA,19148,39.9221703,-75.1470133,4.5,5,1,"Caterers, Event Planning & Services"
0lQKj8f1CJSdLJRLYEsqnQ,Betty Ann's Italian Market Florist,902 S 9th St,Philadelphia,PA,19147,39.9387584,-75.1580381,3.0,8,1,"Florists, Flowers & Gifts, Shopping"
